CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,Contract,InternetService,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingService,MonthlyCharges,TotalCharges,Churn
CUST10034,Female,0,No,Yes,36,Month-to-month,DSL,No,Bank transfer,No,Yes,No,46.03,1830.13,No
CUST10862,Male,0,Yes,No,35,Two year,No,Yes,Mailed check,No,No,No,27.78,966.98,No
CUST10579,Female,0,No,No,56,Month-to-month,DSL,Yes,Bank transfer,No,No,No,41.84,2269.17,No
CUST10449,Male,1,No,No,43,One year,DSL,Yes,Electronic check,No,No,No,32.58,1353.39,No
CUST10446,Male,0,Yes,No,19,Month-to-month,Fiber optic,Yes,Credit card,Yes,Yes,No,67.3,1408.49,No
CUST10260,Male,0,Yes,No,47,Month-to-month,DSL,Yes,Mailed check,Yes,No,Yes,54.57,2451.82,No
CUST10205,Female,0,No,Yes,60,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,Yes,68.32,4013.25,No
CUST10573,Male,0,No,No,70,Two year,No,No,Credit card,No,No,No,34.23,2364.66,No
CUST10824,Male,0,No,Yes,37,Month-to-month,Fiber optic,No,Mailed check,Yes,No,No,62.76,2302.72,No
CUST10586,Male,1,No,No,67,Month-to-month,DSL,No,Bank transfer,No,Yes,Yes,54.81,3709.11,No
CUST10366,Male,0,No,No,28,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,65.55,1860.25,Yes
CUST10812,Male,0,No,No,33,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,58.29,1926.4,No
CUST10078,Female,0,No,No,8,Two year,Fiber optic,Yes,Electronic check,No,No,No,55.92,537.32,No
CUST10085,Male,1,No,No,62,Two year,No,No,Bank transfer,No,No,No,32.63,2059.31,No
CUST10539,Male,0,Yes,No,27,Month-to-month,No,No,Electronic check,No,No,No,25.08,616.56,Yes
CUST10083,Male,0,Yes,No,65,Month-to-month,Fiber optic,No,Bank transfer,No,No,Yes,63.18,3949.07,No
CUST10458,Female,0,Yes,Yes,57,Two year,DSL,Yes,Credit card,No,No,Yes,44.9,2571.77,No
CUST11138,Female,0,Yes,No,25,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,71.78,1986.72,Yes
CUST10615,Female,0,Yes,No,40,Month-to-month,DSL,Yes,Credit card,No,No,Yes,47.25,2044.8,Yes
CUST11186,Female,1,Yes,No,63,Month-to-month,Fiber optic,Yes,Bank transfer,No,Yes,Yes,74.96,4715.23,No
CUST11076,Male,0,Yes,No,42,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,61.96,2571.68,No
CUST10737,Female,0,No,No,38,Month-to-month,Fiber optic,No,Credit card,No,Yes,Yes,67.63,2456.3,Yes
CUST10437,Female,0,No,No,36,One year,Fiber optic,No,Mailed check,No,No,Yes,66.49,2334.36,No
CUST10555,Male,0,Yes,No,24,One year,Fiber optic,Yes,Electronic check,No,No,No,62.79,1396.33,No
CUST11080,Male,0,No,No,12,Two year,Fiber optic,Yes,Bank transfer,No,Yes,Yes,68.99,906.48,No
CUST11062,Male,0,Yes,Yes,69,Two year,DSL,Yes,Bank transfer,No,No,No,39.21,2672.76,No
CUST10351,Female,0,Yes,No,22,One year,Fiber optic,Yes,Credit card,No,No,No,63.17,1385.93,No
CUST10197,Female,1,Yes,Yes,55,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,Yes,67.69,3852.68,No
CUST10465,Female,0,Yes,No,20,One year,DSL,No,Electronic check,No,No,Yes,47.73,887.76,No
CUST10589,Female,0,No,No,59,Month-to-month,Fiber optic,No,Credit card,No,No,No,51.93,3058.92,No
CUST10006,Female,0,Yes,No,3,Month-to-month,No,No,Credit card,No,No,No,27.43,82.35,Yes
CUST10311,Female,0,No,No,15,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,68.01,952.07,Yes
CUST10662,Male,0,No,Yes,52,Month-to-month,DSL,Yes,Bank transfer,No,No,No,37.48,1939.1,No
CUST10405,Female,0,No,No,17,One year,No,Yes,Electronic check,No,No,No,32.11,364.6,No
CUST11196,Male,0,No,No,50,One year,Fiber optic,Yes,Bank transfer,No,No,Yes,70.3,3607.05,No
CUST11044,Male,0,Yes,No,48,One year,DSL,Yes,Bank transfer,Yes,No,No,48.89,2215.66,No
CUST11058,Male,0,No,No,4,Month-to-month,DSL,Yes,Credit card,No,No,Yes,43.18,55.97,No
CUST10105,Female,0,Yes,Yes,28,Two year,Fiber optic,Yes,Bank transfer,Yes,No,Yes,67.44,1765.95,No
CUST10537,Female,1,No,No,22,Month-to-month,Fiber optic,No,Credit card,No,Yes,No,61.66,1412.06,No
CUST10606,Male,0,No,No,44,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,80.75,3720.86,No
CUST10063,Male,0,No,No,53,Month-to-month,No,No,Bank transfer,No,No,No,30.87,1550.95,No
CUST10282,Female,0,No,No,32,One year,DSL,No,Bank transfer,Yes,No,Yes,50.4,1566.96,No
CUST11056,Male,1,Yes,Yes,9,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,68.19,724.94,Yes
CUST10239,Male,0,Yes,No,38,Two year,DSL,Yes,Bank transfer,No,No,No,38.13,1396.57,No
CUST10224,Female,0,Yes,No,1,Month-to-month,DSL,No,Credit card,Yes,No,No,42.53,20.0,No
CUST10146,Male,1,Yes,No,20,Month-to-month,DSL,Yes,Mailed check,Yes,No,No,41.01,758.6,No
CUST11119,Male,1,No,Yes,49,Month-to-month,DSL,Yes,Bank transfer,Yes,Yes,No,54.54,2603.42,No
CUST10374,Female,0,Yes,No,21,One year,Fiber optic,No,Credit card,Yes,No,No,62.21,1367.41,No
CUST10119,Female,0,No,No,13,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,64.05,705.6,No
CUST10803,Male,0,No,Yes,30,One year,Fiber optic,Yes,Credit card,No,No,Yes,65.12,2000.45,No
CUST10251,Female,0,No,Yes,35,Two year,Fiber optic,No,Electronic check,No,Yes,No,61.4,2118.94,No
CUST11157,Female,1,No,Yes,71,One year,Fiber optic,No,Credit card,No,No,Yes,70.34,5142.26,No
CUST10010,Female,0,No,No,72,Month-to-month,Fiber optic,No,Electronic check,No,Yes,Yes,69.46,4933.51,Yes
CUST10450,Female,0,No,No,62,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,72.3,4416.22,Yes
CUST10874,Male,0,No,No,45,One year,Fiber optic,Yes,Mailed check,Yes,No,Yes,63.09,2869.96,No
CUST10390,Male,0,No,No,42,One year,No,Yes,Bank transfer,No,No,No,29.26,1356.55,Yes
CUST10966,Male,0,No,No,60,One year,Fiber optic,Yes,Credit card,Yes,Yes,Yes,76.86,4696.28,No
CUST10461,Female,1,No,No,32,One year,Fiber optic,Yes,Mailed check,No,No,Yes,65.38,2210.66,No
CUST11147,Male,0,No,Yes,51,Month-to-month,Fiber optic,Yes,Bank transfer,No,Yes,Yes,65.75,3424.02,No
CUST10145,Female,0,Yes,Yes,26,One year,No,No,Mailed check,No,No,No,32.65,820.84,Yes
CUST10502,Male,1,No,No,12,Two year,DSL,Yes,Credit card,Yes,No,No,46.14,458.93,No
CUST11108,Female,0,Yes,No,62,Month-to-month,DSL,Yes,Mailed check,No,No,Yes,49.39,2967.16,No
CUST10540,Female,0,No,Yes,41,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,61.35,2421.07,No
CUST10178,Male,0,Yes,No,25,Two year,Fiber optic,Yes,Electronic check,Yes,Yes,No,73.91,1571.02,No
CUST11159,Female,0,No,Yes,1,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,No,61.13,144.42,No
CUST11051,Female,0,Yes,No,15,One year,Fiber optic,No,Electronic check,Yes,Yes,No,65.29,1050.26,No
CUST10584,Female,1,Yes,No,18,Month-to-month,DSL,Yes,Bank transfer,No,Yes,Yes,59.11,1030.91,No
CUST11195,Female,0,Yes,No,15,Two year,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,75.1,1191.41,No
CUST10008,Male,0,No,Yes,38,Two year,Fiber optic,Yes,Electronic check,Yes,Yes,No,70.37,2599.56,No
CUST10574,Female,0,Yes,No,36,Month-to-month,DSL,No,Credit card,Yes,No,Yes,56.59,2169.79,No
CUST10843,Male,0,Yes,No,51,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,68.96,3480.97,No
CUST10358,Female,0,Yes,No,14,Two year,No,Yes,Electronic check,No,No,No,34.79,544.17,No
CUST10330,Female,0,No,No,4,One year,DSL,Yes,Bank transfer,No,No,Yes,52.2,306.38,No
CUST10705,Male,0,Yes,Yes,51,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,Yes,Yes,70.81,3518.69,No
CUST10830,Female,1,Yes,Yes,68,Two year,DSL,Yes,Credit card,No,No,No,42.71,2873.75,No
CUST10259,Female,0,No,Yes,26,Month-to-month,Fiber optic,No,Credit card,Yes,Yes,No,70.25,1801.79,Yes
CUST10891,Male,0,Yes,Yes,50,Two year,Fiber optic,Yes,Mailed check,Yes,Yes,Yes,74.35,3653.39,No
CUST10834,Female,0,Yes,Yes,6,One year,Fiber optic,Yes,Mailed check,No,Yes,Yes,71.38,394.94,No
CUST11188,Male,0,Yes,No,31,One year,DSL,No,Credit card,No,Yes,No,43.06,1279.69,No
CUST10905,Male,0,No,Yes,13,Month-to-month,No,No,Mailed check,No,No,No,21.01,232.9,No
CUST10526,Male,0,Yes,No,30,Month-to-month,DSL,No,Mailed check,No,No,Yes,47.74,1434.37,No
CUST10814,Female,0,No,No,15,Month-to-month,Fiber optic,No,Credit card,No,Yes,Yes,71.98,978.17,No
CUST10732,Male,0,Yes,No,45,Month-to-month,DSL,Yes,Electronic check,Yes,No,No,45.93,1982.62,No
CUST11032,Female,0,Yes,No,54,Two year,DSL,No,Bank transfer,No,No,Yes,46.46,2581.44,No
CUST11141,Female,0,Yes,Yes,24,One year,No,Yes,Credit card,No,No,No,32.5,637.19,No
CUST10441,Male,0,No,No,18,Month-to-month,Fiber optic,Yes,Bank transfer,No,No,Yes,63.65,1082.99,No
CUST10532,Female,0,Yes,No,42,One year,Fiber optic,Yes,Credit card,Yes,Yes,Yes,75.41,3095.29,No
CUST10960,Male,1,No,No,38,Two year,DSL,Yes,Bank transfer,No,No,Yes,49.95,1894.56,No
CUST10229,Male,0,Yes,No,21,Two year,No,No,Bank transfer,No,No,No,27.37,763.7,No
CUST11041,Male,0,No,No,6,One year,DSL,Yes,Mailed check,No,Yes,Yes,60.26,485.15,No
CUST10213,Male,0,No,Yes,61,Month-to-month,DSL,Yes,Electronic check,No,No,Yes,50.56,3028.84,Yes
CUST10080,Female,1,Yes,No,27,Two year,No,Yes,Mailed check,No,No,No,29.06,676.02,No
CUST10149,Male,1,Yes,No,67,One year,Fiber optic,Yes,Credit card,Yes,No,Yes,63.01,4030.38,No
CUST10592,Female,0,Yes,No,21,One year,No,Yes,Mailed check,No,No,No,27.36,635.41,No
CUST10708,Female,0,No,Yes,53,Two year,Fiber optic,Yes,Mailed check,No,Yes,No,56.94,3141.36,No
CUST10590,Male,0,No,No,69,Month-to-month,Fiber optic,Yes,Electronic check,No,Yes,Yes,69.6,4777.22,No
CUST10134,Male,0,Yes,Yes,38,Two year,Fiber optic,No,Bank transfer,Yes,No,Yes,68.99,2576.65,No
CUST10782,Male,0,Yes,Yes,48,Month-to-month,Fiber optic,No,Credit card,Yes,No,No,70.24,3383.82,No
CUST10409,Female,0,No,No,69,Month-to-month,DSL,Yes,Credit card,No,Yes,Yes,57.74,4175.79,No
CUST10970,Male,0,Yes,No,55,One year,No,Yes,Electronic check,No,No,No,30.81,1621.8,No
CUST10508,Male,0,No,Yes,24,Month-to-month,Fiber optic,Yes,Mailed check,No,Yes,No,73.29,1809.81,Yes
CUST10877,Female,0,Yes,No,67,Month-to-month,No,Yes,Electronic check,No,No,No,32.56,2131.83,No
CUST10505,Male,1,Yes,No,53,One year,Fiber optic,Yes,Electronic check,No,Yes,No,62.46,3427.98,No
CUST10719,Female,0,No,Yes,28,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes,No,73.16,2029.71,No
CUST10348,Female,1,Yes,Yes,32,Month-to-month,Fiber optic,No,Credit card,No,No,Yes,68.26,2115.21,No
CUST10387,Male,0,No,No,57,Two year,DSL,No,Electronic check,Yes,No,No,41.04,2171.33,No
CUST10001,Male,0,Yes,No,63,Two year,DSL,Yes,Mailed check,Yes,No,No,43.69,2733.81,No
CUST10361,Female,0,Yes,Yes,47,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,66.04,3072.42,No
CUST11134,Male,0,No,Yes,24,Month-to-month,No,Yes,Mailed check,No,No,No,31.2,779.1,No
CUST10476,Female,0,Yes,No,19,One year,Fiber optic,Yes,Electronic check,Yes,No,No,61.9,1084.54,No
CUST10778,Female,0,No,No,17,Two year,DSL,Yes,Bank transfer,No,No,No,40.86,776.81,No
CUST10754,Female,0,No,No,4,One year,DSL,Yes,Bank transfer,Yes,No,Yes,52.34,212.77,No
CUST10173,Male,0,No,No,62,One year,Fiber optic,Yes,Bank transfer,No,No,No,64.18,3886.85,No
CUST10451,Female,1,No,No,22,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,70.35,1523.59,Yes
CUST10126,Female,1,No,Yes,28,Two year,DSL,Yes,Electronic check,No,Yes,No,49.42,1351.29,No
CUST10931,Male,0,Yes,No,66,Two year,DSL,No,Credit card,Yes,No,No,48.56,3240.63,No
CUST10531,Male,0,Yes,No,60,Month-to-month,No,No,Bank transfer,No,No,No,29.31,1880.2,No
CUST10091,Female,0,No,Yes,23,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No,No,57.95,1279.06,No
CUST11162,Male,1,Yes,No,72,Month-to-month,DSL,Yes,Bank transfer,No,No,Yes,49.69,3468.93,No
CUST10182,Male,0,Yes,No,47,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,Yes,70.67,3322.43,No
CUST11027,Female,0,Yes,No,16,One year,No,No,Mailed check,No,No,No,35.68,466.41,No
CUST11000,Male,1,Yes,No,49,Month-to-month,DSL,Yes,Mailed check,No,Yes,No,52.18,2589.71,Yes
CUST10252,Male,0,Yes,No,60,Month-to-month,DSL,Yes,Bank transfer,Yes,No,Yes,52.67,3115.5,No
CUST10070,Female,0,No,No,54,Month-to-month,DSL,Yes,Electronic check,No,Yes,Yes,52.84,2845.86,No
CUST10132,Male,0,No,No,72,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No,Yes,63.96,4622.99,No
CUST10301,Male,0,No,No,16,One year,DSL,No,Mailed check,Yes,Yes,No,45.07,859.57,No
CUST11133,Female,0,Yes,No,6,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,56.63,339.83,Yes
CUST10327,Male,0,Yes,Yes,69,Month-to-month,Fiber optic,Yes,Bank transfer,No,No,Yes,63.36,4260.88,No
CUST11020,Male,0,Yes,Yes,64,Month-to-month,DSL,No,Mailed check,Yes,No,No,43.82,2770.78,No
CUST10500,Female,0,No,Yes,26,Two year,Fiber optic,Yes,Credit card,Yes,No,No,68.59,1634.94,No
CUST10666,Male,0,Yes,Yes,72,Month-to-month,Fiber optic,No,Bank transfer,Yes,No,Yes,65.35,4734.5,No
CUST10919,Female,0,No,No,46,Month-to-month,DSL,No,Credit card,No,No,Yes,37.93,1752.57,No
CUST10496,Male,0,Yes,No,1,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,67.13,158.5,Yes
CUST10339,Female,0,Yes,No,67,One year,Fiber optic,Yes,Mailed check,Yes,Yes,No,62.89,4298.73,No
CUST10964,Male,0,Yes,Yes,28,Month-to-month,DSL,Yes,Mailed check,Yes,No,Yes,55.91,1644.23,No
CUST10165,Female,0,Yes,No,48,Two year,DSL,No,Electronic check,Yes,Yes,No,46.74,2311.07,No
CUST10029,Female,0,No,No,45,Month-to-month,Fiber optic,No,Credit card,No,Yes,Yes,78.58,3480.81,No
CUST10517,Female,0,Yes,No,67,Month-to-month,Fiber optic,No,Mailed check,No,Yes,Yes,67.22,4610.68,No
CUST10194,Male,0,Yes,No,64,One year,DSL,No,Credit card,No,No,Yes,49.13,3258.11,No
CUST11104,Male,0,Yes,Yes,64,Two year,DSL,Yes,Bank transfer,No,No,Yes,54.1,3436.12,No
CUST10170,Female,0,No,No,3,Month-to-month,No,No,Electronic check,No,No,No,31.83,82.77,Yes
CUST11059,Female,0,Yes,No,16,Two year,Fiber optic,Yes,Mailed check,No,No,No,54.66,860.53,No
CUST10174,Female,0,No,No,38,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,Yes,73.42,2763.01,No
CUST10519,Female,0,No,No,54,Month-to-month,Fiber optic,No,Electronic check,No,Yes,Yes,66.94,3633.24,No
CUST10969,Female,0,No,Yes,72,One year,DSL,Yes,Electronic check,No,Yes,No,47.38,3473.2,No
CUST10702,Female,1,No,No,26,Month-to-month,DSL,Yes,Bank transfer,Yes,No,Yes,57.85,1338.54,Yes
CUST10492,Male,0,Yes,No,16,Month-to-month,No,No,Electronic check,No,No,No,25.49,544.83,No
CUST10074,Female,0,No,No,32,Two year,Fiber optic,No,Credit card,Yes,No,Yes,71.91,2306.58,No
CUST10981,Female,0,Yes,No,21,Two year,No,No,Bank transfer,No,No,No,27.79,443.23,No
CUST10588,Male,0,No,No,16,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,Yes,No,68.72,1117.49,No
CUST10235,Female,0,Yes,No,17,Month-to-month,Fiber optic,Yes,Credit card,No,No,Yes,67.09,1109.71,Yes
CUST10215,Male,1,Yes,No,58,Month-to-month,DSL,Yes,Credit card,Yes,No,Yes,58.54,3390.52,No
CUST10947,Male,0,No,Yes,56,Month-to-month,Fiber optic,Yes,Bank transfer,No,No,No,61.41,3484.09,No
CUST10133,Male,0,Yes,Yes,4,One year,Fiber optic,Yes,Credit card,Yes,No,Yes,69.22,20.0,No
CUST11156,Male,0,No,No,59,Month-to-month,Fiber optic,No,Bank transfer,Yes,No,Yes,74.02,4415.33,No
CUST10733,Male,0,Yes,No,51,Month-to-month,DSL,Yes,Mailed check,No,No,Yes,45.65,2320.17,No
CUST10941,Female,0,No,No,45,Two year,No,No,Bank transfer,No,No,No,23.03,1290.96,No
CUST10186,Male,1,No,No,23,Month-to-month,DSL,Yes,Bank transfer,No,Yes,No,44.83,1016.69,Yes
CUST10042,Male,0,Yes,No,46,Month-to-month,Fiber optic,No,Bank transfer,No,No,Yes,61.52,2990.39,No
CUST10109,Female,0,Yes,No,56,Month-to-month,DSL,Yes,Mailed check,Yes,No,Yes,56.57,3127.64,No
CUST10849,Male,1,No,No,32,Month-to-month,Fiber optic,No,Credit card,Yes,No,No,68.51,2159.2,No
CUST10569,Male,0,Yes,No,14,Month-to-month,Fiber optic,Yes,Bank transfer,No,No,Yes,71.09,960.32,No
CUST10651,Male,0,Yes,Yes,69,Month-to-month,No,Yes,Electronic check,No,No,No,34.99,2457.19,No
CUST11001,Female,0,Yes,Yes,20,Two year,DSL,Yes,Bank transfer,Yes,Yes,Yes,58.87,1279.15,No
CUST11166,Female,0,Yes,No,3,One year,DSL,Yes,Credit card,Yes,Yes,No,48.89,269.73,No
CUST10484,Female,1,Yes,Yes,66,Two year,Fiber optic,No,Credit card,No,No,No,55.87,3727.05,No
CUST10469,Male,0,No,Yes,68,Month-to-month,DSL,No,Electronic check,Yes,No,Yes,59.89,4041.54,No
CUST10025,Female,0,No,Yes,31,One year,Fiber optic,Yes,Electronic check,No,Yes,No,61.72,1801.81,No
CUST10661,Female,0,Yes,Yes,57,Month-to-month,No,No,Electronic check,No,No,No,31.97,1934.93,No
CUST10680,Female,0,Yes,No,26,Month-to-month,DSL,Yes,Mailed check,Yes,No,No,43.21,1259.07,No
CUST10753,Female,0,Yes,No,17,One year,Fiber optic,Yes,Mailed check,Yes,No,No,67.76,1151.87,No
CUST10994,Female,0,No,No,9,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,Yes,66.5,588.36,No
CUST10367,Female,0,Yes,No,25,Month-to-month,Fiber optic,No,Bank transfer,Yes,No,Yes,63.35,1587.19,No
CUST10840,Male,0,No,No,14,One year,DSL,No,Bank transfer,No,No,Yes,48.96,650.45,No
CUST11053,Male,0,No,No,63,One year,No,No,Mailed check,No,No,No,26.29,1492.74,No
CUST10384,Male,0,No,No,59,Month-to-month,Fiber optic,Yes,Mailed check,Yes,Yes,Yes,71.21,4236.16,Yes
CUST10455,Male,1,No,Yes,19,One year,DSL,No,Electronic check,No,Yes,No,54.55,1095.63,No
CUST10265,Male,0,No,No,59,One year,Fiber optic,Yes,Mailed check,Yes,No,Yes,68.31,3945.4,Yes
CUST10761,Female,1,No,No,35,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,No,67.54,2471.24,No
CUST10980,Female,0,No,No,18,Month-to-month,No,Yes,Credit card,No,No,No,31.12,805.02,No
CUST10445,Female,1,Yes,No,45,Month-to-month,No,Yes,Electronic check,No,No,No,26.48,1214.25,No
CUST10396,Female,0,No,No,27,Month-to-month,DSL,Yes,Electronic check,No,Yes,No,49.06,1367.36,No
CUST10742,Female,0,No,No,10,Month-to-month,Fiber optic,No,Mailed check,No,Yes,No,61.52,683.14,Yes
CUST10177,Male,0,Yes,No,46,Two year,Fiber optic,No,Electronic check,Yes,No,No,66.06,3124.79,Yes
CUST10019,Female,0,Yes,Yes,59,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,Yes,72.29,4235.32,No
CUST10949,Female,0,No,No,55,One year,No,Yes,Mailed check,No,No,No,22.38,1223.62,Yes
CUST10815,Female,0,No,Yes,2,One year,Fiber optic,No,Bank transfer,Yes,Yes,Yes,79.8,221.92,No
CUST10596,Female,1,No,No,14,Month-to-month,DSL,No,Mailed check,No,No,Yes,47.67,370.7,No
CUST10062,Male,1,No,No,52,Two year,No,Yes,Bank transfer,No,No,No,35.66,1720.37,No
CUST10273,Female,0,Yes,No,44,Month-to-month,DSL,Yes,Mailed check,Yes,No,No,57.01,2546.49,No
CUST11126,Female,0,Yes,Yes,45,Two year,DSL,Yes,Mailed check,No,Yes,Yes,56.97,2509.37,No
CUST10279,Male,0,No,Yes,19,Month-to-month,DSL,No,Bank transfer,No,No,Yes,51.89,999.27,No
CUST10842,Female,0,Yes,No,28,Month-to-month,Fiber optic,Yes,Bank transfer,No,Yes,No,60.98,1635.97,No
CUST10369,Male,0,No,No,41,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,74.59,3054.73,Yes
CUST10887,Male,0,No,No,1,Two year,No,Yes,Mailed check,No,No,No,26.06,20.0,No
CUST11015,Male,0,Yes,No,40,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,65.95,2577.6,No
CUST10860,Male,0,No,No,10,One year,DSL,No,Bank transfer,Yes,No,No,43.42,253.44,Yes
CUST10721,Female,0,Yes,Yes,26,Two year,DSL,No,Electronic check,Yes,Yes,Yes,58.08,1510.82,No
CUST10826,Female,1,Yes,No,33,Month-to-month,Fiber optic,No,Bank transfer,No,No,Yes,62.32,1970.43,No
CUST10548,Female,0,Yes,No,20,One year,Fiber optic,No,Mailed check,No,No,Yes,62.56,1337.94,No
CUST10880,Male,0,No,No,71,Two year,DSL,Yes,Bank transfer,Yes,No,No,41.09,2947.51,No
CUST10900,Male,1,Yes,No,69,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,No,59.23,3941.78,No
CUST10457,Female,0,No,Yes,70,One year,Fiber optic,Yes,Electronic check,Yes,No,No,63.95,4662.79,No
CUST10394,Female,0,Yes,Yes,59,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,68.42,3965.42,No
CUST10676,Male,0,Yes,No,51,Two year,DSL,No,Electronic check,No,No,No,41.75,1999.2,No
CUST10912,Male,0,No,No,57,Two year,DSL,Yes,Credit card,Yes,No,No,43.39,2579.83,No
CUST10965,Male,0,No,No,35,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,Yes,70.6,2406.35,No
CUST10376,Female,0,Yes,No,7,Month-to-month,Fiber optic,Yes,Credit card,Yes,Yes,No,69.72,453.84,No
CUST10413,Female,1,No,No,30,Month-to-month,No,No,Bank transfer,No,No,No,30.16,963.64,No
CUST10075,Male,0,Yes,No,15,Month-to-month,DSL,Yes,Credit card,No,Yes,Yes,48.12,787.53,No
CUST11122,Male,0,Yes,No,72,Two year,Fiber optic,Yes,Electronic check,No,No,Yes,67.9,4896.83,No
CUST10863,Female,0,No,No,6,One year,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,80.7,509.57,No
CUST10501,Male,0,No,Yes,50,Month-to-month,DSL,Yes,Electronic check,No,No,No,45.12,2401.19,No
CUST10942,Male,0,No,No,44,One year,No,Yes,Electronic check,No,No,No,28.18,1411.15,No
CUST10617,Male,0,No,No,35,Month-to-month,DSL,Yes,Credit card,No,No,No,40.93,1442.69,No
CUST10115,Male,0,Yes,No,49,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,No,65.75,3027.49,No
CUST10418,Female,0,Yes,Yes,52,Month-to-month,DSL,No,Electronic check,Yes,Yes,Yes,61.6,3189.09,No
CUST10602,Female,0,No,No,44,Two year,DSL,Yes,Mailed check,No,No,Yes,49.1,2258.99,No
CUST10605,Male,0,No,No,54,Two year,No,No,Electronic check,No,No,No,33.66,1844.34,No
CUST10090,Female,0,No,No,40,Month-to-month,DSL,No,Mailed check,No,Yes,Yes,58.43,2219.0,No
CUST11149,Male,0,Yes,No,21,Two year,Fiber optic,Yes,Credit card,Yes,No,No,64.3,1284.45,No
CUST10499,Male,0,No,No,71,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,74.55,5315.4,No
CUST10876,Male,0,Yes,No,16,One year,Fiber optic,No,Mailed check,No,No,Yes,66.29,999.47,No
CUST10927,Male,0,Yes,No,13,Month-to-month,DSL,No,Mailed check,No,No,Yes,57.98,687.41,Yes
CUST10999,Female,0,No,Yes,45,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,71.08,3264.11,No
CUST10012,Male,0,Yes,Yes,57,Month-to-month,DSL,Yes,Bank transfer,No,No,No,50.22,2944.07,No
CUST10397,Female,1,No,Yes,72,Month-to-month,Fiber optic,No,Bank transfer,Yes,No,Yes,77.49,5440.74,No
CUST10755,Female,0,Yes,No,43,Month-to-month,No,No,Electronic check,No,No,No,26.58,1091.64,No
CUST10556,Female,0,No,No,27,One year,DSL,No,Electronic check,Yes,No,No,47.06,1280.79,No
CUST10043,Female,0,Yes,No,72,Month-to-month,DSL,Yes,Credit card,Yes,Yes,No,57.01,4153.82,No
CUST10168,Male,1,Yes,Yes,66,Month-to-month,No,No,Mailed check,No,No,No,30.17,2102.42,No
CUST10417,Male,0,No,No,71,Month-to-month,Fiber optic,Yes,Mailed check,No,Yes,No,66.05,5018.33,No
CUST10577,Male,0,Yes,No,22,Month-to-month,DSL,Yes,Mailed check,No,No,No,38.18,1057.69,Yes
CUST10268,Female,0,No,No,4,Two year,No,No,Credit card,No,No,No,30.49,35.32,No
CUST10808,Male,0,No,No,39,Two year,DSL,Yes,Credit card,No,Yes,Yes,60.82,2139.44,No
CUST10427,Male,1,Yes,No,21,One year,Fiber optic,No,Mailed check,Yes,No,Yes,67.96,1380.72,No
CUST10691,Female,0,Yes,No,65,Month-to-month,DSL,Yes,Mailed check,Yes,No,Yes,47.72,2979.25,No
CUST10545,Male,0,No,No,40,One year,No,No,Bank transfer,No,No,No,34.36,1607.7,No
CUST11123,Male,0,No,Yes,42,Month-to-month,DSL,No,Electronic check,No,No,No,43.51,2079.87,No
CUST10675,Female,0,Yes,No,39,Month-to-month,DSL,Yes,Electronic check,Yes,Yes,No,44.43,1696.86,No
